관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
30140-00032,목동,어린이공원,,대전광역시 중구 목동 359,36.33462201,127.4111824,1600,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
30140-00033,대흥1,어린이공원,,대전광역시 중구 대흥동 914,36.32100708,127.4268988,3161,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
30140-00034,중평,어린이공원,대전광역시 중구 계백로1571번길 46-12(유천동),대전광역시 중구 유천동 315-1,36.3204444,127.3943406,2397,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
30140-00035,오류,어린이공원,대전광역시 중구 계룡로816번길 42-11,대전광역시 중구 오류동 185-1,36.3267523,127.4038692,2850,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
30140-00036,석교1,소공원,,대전광역시 중구 석교동 378-66,36.308419,127.4358566,468,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
30140-00037,석교2,소공원,,대전광역시 중구 석교동 246-15,36.307566,127.436862,118,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
30140-00038,부사1,소공원,,대전광역시 중구 부사동 575-8,36.31208001,127.4305306,344,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
30140-00039,부사2,소공원,,대전광역시 중구 부사동 231-7,36.311541,127.4305738,48,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
30140-00040,부사3,소공원,,대전광역시 중구 부사동 575-41,36.310353,127.4298565,59,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
30140-00041,부사4,소공원,,대전광역시 중구 부사동 575-19,36.311155,127.4305166,207,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
30140-00042,문화3,소공원,,대전광역시 중구 문화동 231-11,36.312917,127.4112951,93,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
30140-00043,문화4,소공원,대전광역시 중구 보문산로228번길 68-15 (문화동),대전광역시 중구 문화동 산25-1,36.30257456,127.4066212,688,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
30140-00044,문화5,소공원,대전광역시 중구 문화로218번길 63 (문화동),대전광역시 중구 문화동 187-21,36.31305278,127.4099939,875,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
30140-00045,목동,소공원,,대전광역시 중구 목동 59-3,36.33759864,127.4049686,2792,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
30140-00046,목동1,소공원,,대전광역시 중구 목동 363 -1,36.33575298,127.4083025,1030,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
30140-00047,소담,소공원,,대전광역시 중구 선화동 317-32,36.3317797,127.4147269,4215.8,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
30140-00048,보문3구역제2호,소공원,,대전광역시 중구 대사동 135-131,36.31645815,127.4243543,1019.8,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
30140-00049,보문3구역제3호,소공원,,대전광역시 중구 대사동 213-3,36.31481294,127.4238107,776,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
30140-00050,우리들,문화공원,대전광역시 중구 중앙로138번길 30 (대흥동),대전광역시 중구 대흥동 215,36.32742481,127.4254561,2807,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
30140-00051,산서,체육공원,,대전광역시 중구 목달동 444-2,36.27395335,127.3994246,24050,,,,,,,대전광역시 중구청,042-606-6603,2024-07-03
