관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
30110-00021,용수골공원,어린이공원,대전광역시 동구 대학로 40,대전광역시 동구 용운동 659,36.33344181,127.4557371,3424.7,,수경형물놀이시설,화장실+음수대,야외무대,,2002-05-16,대전광역시 동구청,042-251-4751,2025-08-04
30110-00022,도시개발공원,어린이공원,,대전광역시 동구 용운동 705,36.33360827,127.4543333,3440.2,철봉+평행봉,,사각정자,,,2002-05-16,대전광역시 동구청,042-251-4751,2025-08-04
30110-00023,가오67호공원,근린공원,,대전광역시 동구 가오동 302,36.30587223,127.4598458,31388,롤링웨이스트+크로스컨트리+워밍암+체어웨이트,,팔각정자,,,2002-09-09,대전광역시 동구청,042-251-4751,2025-08-04
30110-00024,가오65호공원,근린공원,,대전광역시 동구 가오동 558,36.30596914,127.4584895,16302,롤링웨이스트+크로스컨트리+워밍암+체어웨이트,,육각정자,,,2002-11-18,대전광역시 동구청,042-251-4751,2025-08-04
30110-00025,가오66호공원,근린공원,대전광역시 동구 동구청로 56,대전광역시 동구 대성동 132,36.30378666,127.4593704,28889,체스트프레스+워밍쇼율더+노르딕머신+에어워킹+트윈트위스트+롤링웨이스트+레그스트레치+워밍암,수경형물놀이시설,화장실+파고라2+관리사무소,연못,,2002-11-18,대전광역시 동구청,042-251-4751,2025-08-04
30110-00026,가오30호공원,어린이공원,,대전광역시 동구 가오동 473,36.31050422,127.4560908,1549,,조합놀이대+흔들놀이기구,사각정자,,,2002-11-18,대전광역시 동구청,042-251-4751,2025-08-04
30110-00027,가오31호공원,어린이공원,,대전광역시 동구 가오동 587,36.30737671,127.4552656,1601,워밍암+크로스컨트리+트윈트위스트,조합놀이대+흔들놀이기구,사각정자+앉음벽,,,2002-11-18,대전광역시 동구청,042-251-4751,2025-08-04
30110-00028,샘골공원,근린공원,,대전광역시 동구 천동 527,36.31526166,127.4474696,16433.5,트윈바디싯업+체어풀+롤링웨이스트+스트레칭로라+워밍숄더+트위스트,,육각정자,,,2003-01-06,대전광역시 동구청,042-251-4751,2025-08-04
30110-00029,삼성공원,근린공원,,대전광역시 동구 삼성동 478,36.34146311,127.4227475,4491.6,잔디구장+트위스트+에어서핑+노르딕머신+바디싯업+싸이클링+마사지롤라+워밍쇼울더+에어워킹+양팔줄당기기+거꾸리+평행봉+철봉,그네+건너는기구,벤치,,,2003-09-09,대전광역시 동구청,042-251-4751,2025-08-04
30110-00030,낭월7호공원,어린이공원,대전광역시 동구 산내로1299번길 61-24,대전광역시 동구 낭월동 492,36.27866708,127.464948,5287.9,스트레칭로라+롤링웨이스트+트위스트+풀웨이트+크로스컨트리,조합놀이대,화장실+파고라+음수대,,,2004-04-29,대전광역시 동구청,042-251-4751,2025-08-04
30110-00031,낭월8호공원,어린이공원,,대전광역시 동구 낭월동 642,36.27827667,127.4701193,2078,트위스트+크로스컨트리+풀웨이스트,조합놀이대,파고라+음수대,,,2004-04-29,대전광역시 동구청,042-251-4751,2025-08-04
30110-00032,대동공원,어린이공원,,대전광역시 동구 대동 355-21,36.32402502,127.447060,319,에어워킹+로우밍머신+에어서핑+레그프레스+워밍암+스트레칭로라+트윈바디싯업,,벤치,,,2006-06-30,대전광역시 동구청,042-251-4751,2025-08-04
30110-00033,상소공원,문화공원,대전광역시 동구 산내로 748,대전광역시 동구 상소동 1,36.23799686,127.4689692,43075,,조합놀이대,화장실+샤워실+취사장+창고+관리사무소,,,2007-09-21,대전광역시 동구청,042-251-4751,2025-08-04
30110-00034,동광공원,어린이공원,,대전광역시 동구 자양동 94-6,36.3365512,127.4491373,1664.3,체어웨이트+크로스컨트리+트윈트위스트+스트레칭로라+트윈바디싯업+롤링웨이스트,조합놀이대+그네+흔들놀이기구,파고라,,,2007-11-14,대전광역시 동구청,042-251-4751,2025-08-04
30110-00035,구도공원,근린공원,대전광역시 동구 안골로28번길 51,대전광역시 동구 구도동 388,36.27026476,127.4690091,39056.8,체어풀+롤링웨이스트+워밍암+하늘걷기+노젓기+역기올리기+역기내리기+옆파도타기+상체근육풀기+등허리지압기+오금펴기+옆파도타기+철봉,,화장실+팔각정자,,,2009-01-09,대전광역시 동구청,042-251-4751,2025-08-04
30110-00036,옥토끼공원,어린이공원,대전광역시 동구 석천로 99-16,대전광역시 동구 낭월동 810,36.2754382,127.4673949,1501.5,워밍암+스텝사이클+롤링웨이스트+체어풀+레그프레스,조합놀이대+흔들놀이기구+시소,화장실+파고라,,,2009-01-09,대전광역시 동구청,042-251-4751,2025-08-04
30110-00037,팽나무공원,수변공원,,대전광역시 동구 구도동 367,36.27072766,127.4717217,3102,,,앉음벽+사각정자,,,2009-01-09,대전광역시 동구청,042-251-4751,2025-08-04
30110-00038,판암양지공원,근린공원,,대전광역시 동구 판암동 838,36.31944092,127.4606772,11852.8,다리뻗치기+윗몸일으키기+등허리지압기+온몸근육풀기+옆파도타기+온몸허리돌리기+옆파도타기+양팔줄당기기,,화장실+파고라+사각정자,,,2009-03-24,대전광역시 동구청,042-251-4751,2025-08-04
30110-00039,대청호자연공원,수변공원,,대전광역시 동구 추동 328,36.37282584,127.474462,21463,롤링웨이스트+스트레칭로라+워밍암+스텝사이클+크로스컨트리+체어플,,화장실+전망대+파고라,,,2009-10-13,대전광역시 동구청,042-251-4751,2025-08-04
30110-00040,은가비공원,소공원,,대전광역시 동구 대동 90-3,36.32697852,127.4440803,491,,,벤치,,,2009-12-31,대전광역시 동구청,042-251-4751,2025-08-04
30110-00041,산새들공원,소공원,,대전광역시 동구 대동 82-40,36.32667667,127.444965,513,,,벤치,,,2009-12-31,대전광역시 동구청,042-251-4751,2025-08-04
30110-00042,마루공원,소공원,,대전광역시 동구 판암동 285-1,36.3211885,127.462454,409.7,,,파고라,,,2009-12-31,대전광역시 동구청,042-251-4751,2025-08-04
30110-00043,신대공원,소공원,,대전광역시 동구 신흥동 161-381,36.3240337,127.444051,368,,,벤치,,,2009-12-31,대전광역시 동구청,042-251-4751,2025-08-04
30110-00044,대성공원,어린이공원,,대전광역시 동구 대성동 81,36.298890,127.458671,1752.8,바디트위스트+스카이워커+워밍암,조합놀이대+흔들놀이기구,,,,2009-12-31,대전광역시 동구청,042-251-4751,2025-08-04
30110-00045,신흥공원,문화공원,,대전광역시 동구 신흥동 126-4,36.3243989,127.445211,3814.7,레그프레스+트위스트+노르딕머신+체스트프레스+마사지룰라,,화장실+앉음벽+파고라,야외무대,,2009-12-31,대전광역시 동구청,042-251-4751,2025-08-04
30110-00046,대별공원,수변공원,대전광역시 동구 대전로 93,대전광역시 동구 대별동 산 5-8,36.27675516,127.4628875,24700,,조합놀이대+공중놀이기구,화장실+파고라,,,2011-03-11,대전광역시 동구청,042-251-4751,2025-08-04
30110-00047,하소공원,소공원,,대전광역시 동구 하소동 920,36.22045138,127.4408674,3456.3,워밍쇼율더+에어워킹+트위스트,,파고라,,,2012-05-11,대전광역시 동구청,042-251-4751,2025-08-04
30110-00048,용천공원,기타,,대전광역시 동구 용운동 785,36.32755503,127.4633729,6690.9,로우잉머신+트위스트+바디싯업+마사지롤라+워밍쇼울더+에어서핑+마사지롤라+에어서핑+레그프레스+에어워킹+레그프레스+에어워킹+노르딕머신,,화장실+파고라,,,2015-05-08,대전광역시 동구청,042-251-4751,2025-08-04
30110-00049,홍도공원,소공원,,대전광역시 동구 홍도동 156-5,36.34728042,127.4238528,472,윗몸일으키기+허리돌리기+전신운동달리기+공중걷기+역기올리기,,사각정자,,,2016-11-04,대전광역시 동구청,042-251-4751,2025-08-04
30110-00050,늘봄공원,어린이공원,,대전광역시 동구 판암동 862,36.31767992,127.4580733,1600.2,온몸근육풀기+멀티파도타기,조합놀이대+흔들놀이기구,사각정자+파고라,,,2018-08-22,대전광역시 동구청,042-251-4751,2025-08-04
30110-00051,대동하늘공원,근린공원,,대전광역시 동구 용운동 산 43-1,36.33050317,127.4526745,64297,트위스트+에어워킹크로스컨트+워밍쇼울더+폴웨이트+레그프레스+마라톤운동+거꾸로매달리기+철봉,,사각정자,,,2021-06-17,대전광역시 동구청,042-251-4751,2025-08-04
30110-00052,휴리움공원,소공원,,대전광역시 동구 홍도동 1011,36.34560436,127.4270722,751.1,트위스트+에어워킹+워밍암,,파고라+벤치,,,2013-02-01,대전광역시 동구청,042-251-4751,2025-08-04
30110-00053,꼼지락공원,소공원,,대전광역시 동구 가양동 24-1,36.3496503,127.445031,522.7,,,파고라+벤치,,,2013-04-26,대전광역시 동구청,042-251-4751,2025-08-04
