보행자전용도로명,시도명,시군구명,법정동명,지정일자,운영방식구분,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,보행자전용도로시작점위도,보행자전용도로시작점경도,보행자전용도로종료점위도,보행자전용도로종료점경도,자전거보행자겸용도로구분,보행자전용도로폭,보차분리여부,지정목적,관리점검일자,관리점검결과,유지보수내용,영상정보기처리기기설치개수,보안등설치개수,횡단보도설치개수,방호울타리설치개수,차량진입억제용말뚝설치개수,속도저감시설설치개수,교통표지판설치개수,이정표설치개수,점자블럭설치개수,관리기관명,관리기관전화번호,데이터기준일자
한밭대로,대전광역시,유성구,궁동,,전일제,00:00,23:59,00:00,23:59,36.360410,127.348520,36.360410,127.348520,,8,,보행환경개선,2024-02-01,합격,,,,,,,,,,,대전광역시 유성구청,042-611-2807,2026-01-13
한밭대로,대전광역시,유성구,궁동,,전일제,00:00,23:59,00:00,23:59,36.362220,127.343470,36.362220,127.343470,,8,,보행환경개선,2024-02-01,합격,,,,,,,,,,,대전광역시 유성구청,042-611-2807,2026-01-13
궁동로,대전광역시,유성구,궁동,,전일제,00:00,23:59,00:00,23:59,36.363920,127.352600,36.362930,127.352620,,8,,보행환경개선,2024-02-01,합격,,,,,,,,,,,대전광역시 유성구청,042-611-2807,2026-01-13
능대로,대전광역시,유성구,궁동,,전일제,00:00,23:59,00:00,23:59,36.364510,127.352120,36.365070,127.352130,,8,,보행환경개선,2024-02-01,합격,,,,,,,,,,,대전광역시 유성구청,042-611-2807,2026-01-13
궁동로,대전광역시,유성구,궁동,,전일제,00:00,23:59,00:00,23:59,36.363250,127.347610,36.363110,127.348450,,8,,보행환경개선,2024-02-01,합격,,,,,,,,,,,대전광역시 유성구청,042-611-2807,2026-01-13
궁동로18번길,대전광역시,유성구,궁동,,전일제,00:00,23:59,00:00,23:59,36.362860,127.348710,36.363290,127.348710,,8,,보행환경개선,2024-02-01,합격,,,,,,,,,,,대전광역시 유성구청,042-611-2807,2026-01-13
대학로137번길,대전광역시,유성구,궁동,,전일제,00:00,23:59,00:00,23:59,36.362970,127.349010,36.363450,127.349010,,8,,보행환경개선,2024-02-01,합격,,,,,,,,,,,대전광역시 유성구청,042-611-2807,2026-01-13
대학로145번길,대전광역시,유성구,궁동,,전일제,00:00,23:59,00:00,23:59,36.363760,127.349830,36.361180,127.349160,,8,,보행환경개선,2024-02-01,합격,,,,,,,,,,,대전광역시 유성구청,042-611-2807,2026-01-13
대학로151번길,대전광역시,유성구,궁동,,전일제,00:00,23:59,00:00,23:59,36.363720,127.350020,36.361020,127.349830,,8,,보행환경개선,2024-02-01,합격,,,,,,,,,,,대전광역시 유성구청,042-611-2807,2026-01-13
대학로155번길,대전광역시,유성구,궁동,,전일제,00:00,23:59,00:00,23:59,36.363850,127.350540,36.363290,127.348710,,8,,보행환경개선,2024-02-01,합격,,,,,,,,,,,대전광역시 유성구청,042-611-2807,2026-01-13
대학로159번길,대전광역시,유성구,궁동,,전일제,00:00,23:59,00:00,23:59,36.363460,127.350990,36.360900,127.350510,,8,,보행환경개선,2024-02-01,합격,,,,,,,,,,,대전광역시 유성구청,042-611-2807,2026-01-13
궁동로,대전광역시,유성구,궁동,,전일제,00:00,23:59,00:00,23:59,36.364100,127.351740,36.365001,127.352120,,8,,보행환경개선,2024-02-01,합격,,,,,,,,,,,대전광역시 유성구청,042-611-2807,2026-01-13
