보행자전용도로명,시도명,시군구명,법정동명,지정일자,운영방식구분,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,보행자전용도로시작점위도,보행자전용도로시작점경도,보행자전용도로종료점위도,보행자전용도로종료점경도,자전거보행자겸용도로구분,보행자전용도로폭,보차분리여부,지정목적,관리점검일자,관리점검결과,유지보수내용,영상정보기처리기기설치개수,보안등설치개수,횡단보도설치개수,방호울타리설치개수,차량진입억제용말뚝설치개수,속도저감시설설치개수,교통표지판설치개수,이정표설치개수,점자블럭설치개수,관리기관명,관리기관전화번호,데이터기준일자
소로3-법동9,대전광역시,대덕구,법동,1990-05-23,전일제,00:00,23:59,00:00,23:59,36.36667696,127.4325821,36.36670183,127.4327282,전용,6,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로4-법동1,대전광역시,대덕구,법동,1990-05-23,전일제,00:00,23:59,00:00,23:59,36.37303688,127.4338198,36.37303688,127.4338198,전용,4,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로4-중리10,대전광역시,대덕구,중리동,1984-12-18,전일제,00:00,23:59,00:00,23:59,36.36417401,127.4305284,36.36414801,127.4303888,전용,4,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로4-중리11,대전광역시,대덕구,중리동,1984-12-18,전일제,00:00,23:59,00:00,23:59,36.36373483,127.4291542,36.36375745,127.4292845,전용,4,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로4-중리12,대전광역시,대덕구,중리동,1984-12-18,전일제,00:00,23:59,00:00,23:59,36.36146569,127.4299834,36.36170453,127.4298655,전용,4,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로4-중리13,대전광역시,대덕구,중리동,1984-12-18,전일제,00:00,23:59,00:00,23:59,36.36286132,127.4308343,36.36286132,127.4308343,전용,4,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로4-중리14,대전광역시,대덕구,중리동,1984-12-18,전일제,00:00,23:59,00:00,23:59,36.36188106,127.4311236,36.36188106,127.4311236,전용,4,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로4-중리15,대전광역시,대덕구,중리동,1984-12-18,전일제,00:00,23:59,00:00,23:59,36.36090756,127.4314014,36.36090756,127.4314014,전용,4,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로4-중리16,대전광역시,대덕구,중리동,1984-12-18,전일제,00:00,23:59,00:00,23:59,36.35943813,127.4315457,36.35943813,127.4315457,전용,4,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로4-중리17,대전광역시,대덕구,중리동,1984-12-18,전일제,00:00,23:59,00:00,23:59,36.35937683,127.4307639,36.35937683,127.4307639,전용,4,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로4-중리18,대전광역시,대덕구,중리동,1984-12-18,전일제,00:00,23:59,00:00,23:59,36.35931698,127.4286408,36.35931698,127.4286408,전용,4,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로4-중리2,대전광역시,대덕구,중리동,1990-05-23,전일제,00:00,23:59,00:00,23:59,36.36424256,127.4341637,36.36375531,127.4334099,전용,4,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로4-중리3,대전광역시,대덕구,중리동,1990-05-23,전일제,00:00,23:59,00:00,23:59,36.36375668,127.4318441,36.36284899,127.432934,전용,4,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로4-중리4,대전광역시,대덕구,중리동,1984-12-18,전일제,00:00,23:59,00:00,23:59,36.36666772,127.4283239,36.36669146,127.428455,전용,4,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로4-중리7,대전광역시,대덕구,중리동,1984-12-18,전일제,00:00,23:59,00:00,23:59,36.3646396,127.4288969,36.36466334,127.4290273,전용,4,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로4-중리8,대전광역시,대덕구,중리동,1984-12-18,전일제,00:00,23:59,00:00,23:59,36.36573564,127.4300385,36.36573564,127.4300385,전용,4,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로4-중리9,대전광역시,대덕구,중리동,1984-12-18,전일제,00:00,23:59,00:00,23:59,36.36472724,127.4303734,36.36470124,127.4302335,전용,4,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로1-목상22,대전광역시,대덕구,목상동,1992-06-25,전일제,00:00,23:59,00:00,23:59,36.44729696,127.4124196,36.44818049,127.4109444,전용,10,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로1-문평1,대전광역시,대덕구,문평동,1990-01-15,전일제,00:00,23:59,00:00,23:59,36.44477982,127.4027185,36.44234354,127.4001064,전용,10,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로1-문평2,대전광역시,대덕구,문평동,1990-01-15,전일제,00:00,23:59,00:00,23:59,36.44193236,127.3989317,36.43906308,127.3948279,전용,10,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로1-문평3,대전광역시,대덕구,문평동,1990-01-15,전일제,00:00,23:59,00:00,23:59,35.77349532,129.2674718,36.44685807,127.4058082,전용,10,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로1-송촌11,대전광역시,대덕구,송촌동,1999-06-02,전일제,00:00,23:59,00:00,23:59,36.36340306,127.4407405,36.36355087,127.4411086,전용,10,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로1-송촌5,대전광역시,대덕구,송촌동,1999-06-02,전일제,00:00,23:59,00:00,23:59,36.36355734,127.4428235,36.36399932,127.4433012,전용,10,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로1-송촌6,대전광역시,대덕구,송촌동,1999-06-02,전일제,00:00,23:59,00:00,23:59,36.36355734,127.4428235,36.36716941,127.436671,전용,10,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로1-신일4,대전광역시,대덕구,신일동,1990-12-19,전일제,00:00,23:59,00:00,23:59,36.438572,127.3963972,36.44111085,127.4002756,전용,10,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로1-신일5,대전광역시,대덕구,신일동,1990-12-19,전일제,00:00,23:59,00:00,23:59,36.44267767,127.4035331,36.44183813,127.4021478,전용,10,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로1-신일6,대전광역시,대덕구,신일동,1990-12-19,전일제,00:00,23:59,00:00,23:59,36.44480212,127.4052237,36.44562568,127.4063763,전용,10,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로1-신일7,대전광역시,대덕구,신일동,2005-07-22,전일제,00:00,23:59,00:00,23:59,36.44562568,127.4063763,36.44503454,127.4055657,전용,10,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로2-송촌39,대전광역시,대덕구,송촌동,1999-06-02,전일제,00:00,23:59,00:00,23:59,36.36302137,127.4391683,36.36278857,127.4379041,전용,8,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로2-송촌40,대전광역시,대덕구,송촌동,1999-06-02,전일제,00:00,23:59,00:00,23:59,36.36302137,127.4391683,36.36316939,127.4399365,전용,8,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로2-송촌43,대전광역시,대덕구,송촌동,1999-06-02,전일제,00:00,23:59,00:00,23:59,36.36398485,127.4413452,36.36440372,127.4406506,전용,8,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로2-송촌45,대전광역시,대덕구,송촌동,1999-06-02,전일제,00:00,23:59,00:00,23:59,36.3624708,127.4379391,36.36275558,127.4395007,전용,8,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로2-송촌52,대전광역시,대덕구,송촌동,1999-06-02,전일제,00:00,23:59,00:00,23:59,36.361457,127.4387773,36.36152235,127.4387539,전용,8,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로2-송촌59,대전광역시,대덕구,송촌동,1999-06-02,전일제,00:00,23:59,00:00,23:59,36.36047974,127.4405828,36.36047974,127.4405828,전용,8,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로2-읍내29,대전광역시,대덕구,읍내동,1999-06-02,전일제,00:00,23:59,00:00,23:59,36.37745513,127.4273092,36.37747326,127.4274599,전용,8,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로2-중리49,대전광역시,대덕구,중리동,1999-06-02,전일제,00:00,23:59,00:00,23:59,36.36241449,127.4358731,36.36256545,127.4357919,전용,8,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로2-중리50,대전광역시,대덕구,중리동,1999-06-02,전일제,00:00,23:59,00:00,23:59,36.36241449,127.4358731,36.36202361,127.436189,전용,8,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로4-목상2,대전광역시,대덕구,목상동,1992-06-25,전일제,00:00,23:59,00:00,23:59,36.44636354,127.4104397,36.44673024,127.4110459,전용,4,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로4-목상3,대전광역시,대덕구,목상동,1992-06-25,전일제,00:00,23:59,00:00,23:59,36.44678562,127.4112657,36.44665496,127.4113517,전용,4,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로4-목상4,대전광역시,대덕구,목상동,1992-06-25,전일제,00:00,23:59,00:00,23:59,36.44881254,127.4122635,36.44849251,127.4122809,전용,4,Y,보행환경개선,2021-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2025-12-23
소로3-법동3,대전광역시,대덕구,법동,2024-01-19,전일제,00:00,23:59,00:00,23:59,36.3680884,127.4270599,36.3680884,127.4270599,겸용,5.5,N,보행환경개선,2024-01-19,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5215,2025-12-23
소로2-중리51,대전광역시,대덕구,중리동,2024-09-02,전일제,00:00,23:59,00:00,23:59,36.361057,127.431075,36.360596,127.426426,전용,8.5,N,보행환경개선,2024-09-02,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5215,2025-12-23
