보행자전용도로명,시도명,시군구명,법정동명,지정일자,운영방식구분,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,보행자전용도로시작점위도,보행자전용도로시작점경도,보행자전용도로종료점위도,보행자전용도로종료점경도,자전거보행자겸용도로구분,보행자전용도로폭,보차분리여부,지정목적,관리점검일자,관리점검결과,유지보수내용,영상정보기처리기기설치개수,보안등설치개수,횡단보도설치개수,방호울타리설치개수,차량진입억제용말뚝설치개수,속도저감시설설치개수,교통표지판설치개수,이정표설치개수,점자블럭설치개수,관리기관명,관리기관전화번호,데이터기준일자
소로3-용운97,대전광역시,동구,용운동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-가오12,대전광역시,동구,가오동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-가오13,대전광역시,동구,가오동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-가오14,대전광역시,동구,가오동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-가오15,대전광역시,동구,가오동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-가오16,대전광역시,동구,가오동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-가오17,대전광역시,동구,가오동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-가오18,대전광역시,동구,가오동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-가오19,대전광역시,동구,가오동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-가오20,대전광역시,동구,가오동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-가오21,대전광역시,동구,가오동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-가오23,대전광역시,동구,가오동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-가오24,대전광역시,동구,가오동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-낭월01,대전광역시,동구,낭월동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-낭월02,대전광역시,동구,낭월동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-낭월04,대전광역시,동구,낭월동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-낭월05,대전광역시,동구,낭월동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-낭월06,대전광역시,동구,낭월동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-낭월07,대전광역시,동구,대별동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-낭월10,대전광역시,동구,낭월동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-낭월11,대전광역시,동구,낭월동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-낭월12,대전광역시,동구,낭월동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-낭월18,대전광역시,동구,낭월동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-낭월21,대전광역시,동구,낭월동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-낭월27,대전광역시,동구,낭월동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로3-낭월28,대전광역시,동구,낭월동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
중로3-245,대전광역시,동구,소제동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
중로3-246,대전광역시,동구,소제동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로1-신흥04,대전광역시,동구,신흥동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로2-가양80,대전광역시,동구,가양동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로2-구도02,대전광역시,동구,가양동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로2-낭월23,대전광역시,동구,낭월동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로2-낭월24,대전광역시,동구,낭월동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로2-낭월25,대전광역시,동구,낭월동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로2-낭월26,대전광역시,동구,낭월동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로2-낭월27,대전광역시,동구,낭월동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로2-낭월28,대전광역시,동구,낭월동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로2-성남19,대전광역시,동구,구성동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로2-성남20,대전광역시,동구,구성동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
소로2-신흥11,대전광역시,동구,신흥동,,전일제,00:00,23:59,00:00,23:59,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2025-08-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2025-08-11
