보행자전용도로명,시도명,시군구명,법정동명,지정일자,운영방식구분,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,보행자전용도로시작점위도,보행자전용도로시작점경도,보행자전용도로종료점위도,보행자전용도로종료점경도,자전거보행자겸용도로구분,보행자전용도로폭,보차분리여부,지정목적,관리점검일자,관리점검결과,유지보수내용,영상정보기처리기기설치개수,보안등설치개수,횡단보도설치개수,방호울타리설치개수,차량진입억제용말뚝설치개수,속도저감시설설치개수,교통표지판설치개수,이정표설치개수,점자블럭설치개수,관리기관명,관리기관전화번호,데이터기준일자
가수원로-14,대전광역시,서구,가수원동,,전일제,00:00,23:59,00:00,23:59,36.306983,127.351584,35.860232,127.030632,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
가수원로-15,대전광역시,서구,가수원동,,전일제,00:00,23:59,00:00,23:59,37.343714,127.947814,36.306983,127.351584,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
가수원로-16,대전광역시,서구,가수원동,,전일제,00:00,23:59,00:00,23:59,35.866800,127.036411,35.866631,127.036440,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
가수원로-17,대전광역시,서구,가수원동,,전일제,00:00,23:59,00:00,23:59,35.866959,127.036352,35.866800,127.036411,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
가수원로-18,대전광역시,서구,가수원동,,전일제,00:00,23:59,00:00,23:59,35.867187,127.036712,35.867187,127.036712,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
가수원로-19,대전광역시,서구,가수원동,,전일제,00:00,23:59,00:00,23:59,35.866759,127.036129,35.867187,127.036712,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
가수원로-20,대전광역시,서구,가수원동,,전일제,00:00,23:59,00:00,23:59,36.308600,127.355000,35.866759,127.036129,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
가수원로-21,대전광역시,서구,가수원동,,전일제,00:00,23:59,00:00,23:59,36.303444,127.353672,36.303416,127.353453,,6,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
가수원로-22,대전광역시,서구,가수원동,,전일제,00:00,23:59,00:00,23:59,36.301822,127.354281,36.301800,127.354084,,4,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
가수원로-23,대전광역시,서구,가수원동,,전일제,00:00,23:59,00:00,23:59,36.298922,127.353520,36.298824,127.352481,,4,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
가수원로-24,대전광역시,서구,가수원동,,전일제,00:00,23:59,00:00,23:59,36.303319,127.348919,36.303444,127.349521,,4,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
가수원로-25,대전광역시,서구,가수원동,,전일제,00:00,23:59,00:00,23:59,36.303426,127.349521,36.303940,127.349167,,4,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
신갈마로-1,대전광역시,서구,갈마동,,전일제,00:00,23:59,00:00,23:59,36.352324,127.367431,36.352400,127.368412,,10,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
신갈마로-2,대전광역시,서구,갈마동,,전일제,00:00,23:59,00:00,23:59,36.353268,127.368000,36.352333,127.367420,,10,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
신갈마로-3,대전광역시,서구,갈마동,,전일제,00:00,23:59,00:00,23:59,36.346248,127.374532,36.345175,127.374419,,10,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
신갈마로-4,대전광역시,서구,갈마동,,전일제,00:00,23:59,00:00,23:59,36.347624,127.376664,36.342800,127.375417,,10,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
신갈마로-5,대전광역시,서구,갈마동,,전일제,00:00,23:59,00:00,23:59,36.347347,127.367172,36.357271,127.370000,,6,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
신갈마로-6,대전광역시,서구,갈마동,,전일제,00:00,23:59,00:00,23:59,36.356463,127.371000,36.356485,127.371000,,6,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
신갈마로-7,대전광역시,서구,갈마동,,전일제,00:00,23:59,00:00,23:59,36.345900,127.374094,34.950731,127.696084,,6,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
신갈마로-8,대전광역시,서구,갈마동,,전일제,00:00,23:59,00:00,23:59,36.342562,127.376520,36.342429,127.376740,,6,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
신갈마로-9,대전광역시,서구,갈마동,,전일제,00:00,23:59,00:00,23:59,36.348391,127.376000,36.346449,127.374691,,4,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
신갈마로-10,대전광역시,서구,갈마동,,전일제,00:00,23:59,00:00,23:59,36.341866,127.373736,36.341411,127.373570,,4,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
신갈마로-11,대전광역시,서구,갈마동,,전일제,00:00,23:59,00:00,23:59,36.342227,127.374690,36.340860,127.374222,,4,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
신갈마로-12,대전광역시,서구,갈마동,,전일제,00:00,23:59,00:00,23:59,36.344942,127.374517,36.343231,127.374140,,4,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
신갈마로-13,대전광역시,서구,갈마동,,전일제,00:00,23:59,00:00,23:59,36.352360,127.367442,36.353277,127.368000,,4,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
관저중로-1,대전광역시,서구,관저동,,전일제,00:00,23:59,00:00,23:59,36.306268,127.334147,36.306282,127.334429,,30,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
관저중로-2,대전광역시,서구,관저동,,전일제,00:00,23:59,00:00,23:59,36.304993,127.334177,36.302874,127.333436,,15,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
관저중로-3,대전광역시,서구,관저동,,전일제,00:00,23:59,00:00,23:59,35.868174,127.036700,36.302900,127.334165,,15,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
관저중로-4,대전광역시,서구,관저동,,전일제,00:00,23:59,00:00,23:59,36.301739,127.334172,36.301756,127.334592,,15,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
관저중로-5,대전광역시,서구,관저동,,전일제,00:00,23:59,00:00,23:59,36.286141,127.324051,36.288559,127.328621,,12,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
관저중로-6,대전광역시,서구,관저동,,전일제,00:00,23:59,00:00,23:59,36.301716,127.335171,36.301810,127.336900,,12,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
관저중로-7,대전광역시,서구,관저동,,전일제,00:00,23:59,00:00,23:59,36.285210,127.330000,36.303979,127.336099,,10,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
관저중로-8,대전광역시,서구,관저동,,전일제,00:00,23:59,00:00,23:59,36.289328,127.333416,36.286352,127.331576,,10,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
관저중로-9,대전광역시,서구,관저동,,전일제,00:00,23:59,00:00,23:59,36.291137,127.337378,36.302100,127.335785,,10,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
관저중로-10,대전광역시,서구,관저동,,전일제,00:00,23:59,00:00,23:59,36.307530,127.334137,36.307530,127.334137,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
관저중로-11,대전광역시,서구,관저동,,전일제,00:00,23:59,00:00,23:59,36.304989,127.333906,36.304989,127.333906,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
관저중로-12,대전광역시,서구,관저동,,전일제,00:00,23:59,00:00,23:59,36.304381,127.337089,36.303218,127.337050,,3,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
도솔로-1,대전광역시,서구,내동,,전일제,00:00,23:59,00:00,23:59,36.335012,127.372000,36.335012,127.372000,,4,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
도솔로-2,대전광역시,서구,내동,,전일제,00:00,23:59,00:00,23:59,36.334360,127.371487,36.334360,127.371487,,4,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
도솔로-3,대전광역시,서구,내동,,전일제,00:00,23:59,00:00,23:59,35.241176,128.861737,35.241331,128.862092,,4,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
도솔로-4,대전광역시,서구,내동,,전일제,00:00,23:59,00:00,23:59,36.331972,127.377326,36.332769,127.376060,,4,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
도산로-1,대전광역시,서구,도마동,1996-06-25,전일제,00:00,23:59,00:00,23:59,36.315649,127.380755,36.315600,127.380766,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
도산로-2,대전광역시,서구,도마동,2009-08-07,전일제,00:00,23:59,00:00,23:59,36.315956,127.380612,36.316300,127.381749,,6,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-1,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.330753,127.338826,36.330226,127.338843,,30,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-2,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.331611,127.340787,36.331083,127.340815,,15,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-3,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.330916,127.339000,36.330924,127.340259,,12,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-4,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.324373,127.346500,36.324340,127.347315,,12,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-5,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.321100,127.349481,36.320156,127.349476,,5,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-6,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.317290,127.349000,36.317050,127.348670,,5,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-7,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.332875,127.338236,36.332607,127.338580,,10,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-8,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.332689,127.339200,36.332689,127.339204,,10,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-9,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.330971,127.341680,36.331121,127.341884,,10,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-10,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.325765,127.349827,36.326714,127.349927,,10,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-11,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,36.331930,127.339800,36.331791,127.339670,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-12,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,35.223755,128.918051,35.224415,128.918240,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-13,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,35.224415,128.918240,35.224947,128.918432,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-14,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,35.224975,128.917692,35.224947,128.918432,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-15,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,35.224975,128.917692,35.224975,128.917692,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-16,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,36.329890,127.341355,36.329890,127.341355,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-17,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,36.329890,127.341355,36.329890,127.341355,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-18,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,35.244955,128.926379,35.244955,128.926379,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-19,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,36.325580,127.348462,36.325626,127.351157,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-20,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.324351,127.346474,36.323450,127.346448,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-21,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,35.226780,128.915771,35.227379,128.914574,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-22,대전광역시,서구,도안동,2007-11-09,전일제,00:00,23:59,00:00,23:59,35.227987,128.913862,35.239877,128.924430,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-23,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,36.323188,127.344400,36.323067,127.344192,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-24,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.324251,127.344207,36.322557,127.344207,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-25,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,36.319958,127.342449,35.229222,128.910427,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-26,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,36.319154,127.343881,36.320141,127.342800,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-27,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,36.320285,127.343634,36.320146,127.343238,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-28,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,36.320323,127.344000,36.320285,127.343634,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
원도안로-29,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,35.239100,128.918482,36.319154,127.343881,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-1,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.350150,127.386933,36.350160,127.387548,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-2,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.349432,127.388456,36.349153,127.388460,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-3,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.350136,127.389715,36.350130,127.390000,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-4,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.352429,127.389713,36.352426,127.390000,,8,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-5,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.360392,127.390094,36.359926,127.390000,,5,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-6,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.358624,127.390000,36.357874,127.390000,,5,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-7,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.359583,127.383180,36.359568,127.386523,,5,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-8,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.359579,127.386563,36.359456,127.379942,,5,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-9,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.357565,127.374514,36.357558,127.376433,,5,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-10,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.354372,127.376754,36.354369,127.377063,,6,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-11,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.354365,127.377648,36.354369,127.377913,,6,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-12,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.354424,127.378094,36.354362,127.378445,,6,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-13,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.354377,127.378694,36.354355,127.379190,,6,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-14,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.351754,127.377600,36.351520,127.378303,,5,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-15,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.351418,127.377750,36.351248,127.378103,,5,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-16,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.350963,127.378600,36.350875,127.378829,,6,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-17,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.351052,127.378853,36.348920,127.377525,,5,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-18,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.351500,127.379000,36.351455,127.379427,,5,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-19,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.352800,127.381225,36.352773,127.381456,,6,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-20,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.355147,127.380826,36.355144,127.381082,,6,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-21,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.354371,127.380460,36.354382,127.380743,,6,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-22,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.352800,127.380400,36.352787,127.380735,,6,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
둔산중로-23,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.353708,127.379742,36.353685,127.380205,,5,,보행환경개선,2023-09-12,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2026-02-20
