가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수종류,가로수수량,가로수길길이,식재연도,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자
북유성대로,36.366824,127.3270222,36.37694734,127.3249899,이팝나무+양버즘나무+낙우송나무,448,1.7,,이팝/양버즘/낙우송나무로 가로수길 조성,,,월드컵네거리~선사공원네거리,042-611-2721,대전광역시 유성구청,2025-07-15
북유성대로,36.39586346,127.3118594,36.403487,127.2976777,이팝나무+양버즘나무,269,2.2,,이팝/양버즘나무로 가로수길 조성,,,외삼동네거리~구암사입구교차로,042-611-2721,대전광역시 유성구청,2025-07-15
북유성대로,36.403487,127.2976777,36.42063619,127.2984296,이팝나무+양버즘나무,227,2.9,,이팝/양버즘나무로 가로수길 조성,,,구암사입구교차로~북유성IC,042-611-2721,대전광역시 유성구청,2025-07-15
북유성대로,36.41151208,127.3080944,36.40760439,127.3063099,왕벚나무+양버즘나무,152,0.7,,왕벚/양버즘나무로 가로수길 조성,,,국방과학연구소입구-국과연관리,042-611-2721,대전광역시 유성구청,2025-07-15
북유성대로,36.40359041,127.3001386,36.40359041,127.2976925,복자기나무,20,0.4,,복자기나무로 가로수길 조성,,,구암사입구,042-611-2721,대전광역시 유성구청,2025-07-15
유성대로,36.36595842,127.3387527,36.38375962,127.3434307,이팝나무,454,2.1,,이팝나무로 가로수길 조성,,,궁동교~신성네거리,042-611-2721,대전광역시 유성구청,2025-07-15
유성대로,36.38375962,127.3434307,36.39367843,127.3501599,은행나무+이팝나무+양버즘나무+회화나무,586,2.2,,은행/이팝/양버즘/회화나무로 가로수길 조성,,,신성네거리~자운대네거리,042-611-2721,대전광역시 유성구청,2025-07-15
유성대로,36.39367843,127.3501599,36.40736421,127.3751431,이팝나무+왕벚나무+중국단풍나무,1032,4.8,,이팝/왕벚/중국단풍나무로 가로수길 조성,,,자운대네거리~화암네거리,042-611-2721,대전광역시 유성구청,2025-07-15
유성대로,36.40736421,127.3751431,36.41672984,127.3779268,이팝나무+양버즘나무+팥배나무,128,1.1,,이팝/양버즘/팥배나무로 가로수길 조성,,,화암네거리~북대전IC,042-611-2721,대전광역시 유성구청,2025-07-15
유성대로,36.33477275,127.3271227,36.33853305,127.3160264,이팝나무+둥근소나무,619,2.5,,이팝/둥근소나무로 가로수길 조성,,,새솔센터~학하2교,042-611-2721,대전광역시 유성구청,2025-07-15
유성대로,36.33853305,127.3160264,36.31463466,127.3156824,이팝나무+둥근소나무,548,1.7,,이팝/둥근소나무로 가로수길 조성,,,학하2교~한우물네거리,042-611-2721,대전광역시 유성구청,2025-07-15
구즉로,36.43780842,127.3837896,36.42832144,127.3859532,이팝나무+양버즘나무+느티나무+회화나무+소나무+산딸나무,1245,7,,이팝/양버즘/느티/회화/소나무/산딸나무로 가로수길 조성,,,"송강로,봉산로,와룡로",042-611-2721,대전광역시 유성구청,2025-07-15
구즉로,36.41686991,127.3777699,36.41979529,127.3804356,은행나무,56,0.3,,은행나무로 가로수길 조성,,,북대전IC입구~푸르지오2단지,042-611-2721,대전광역시 유성구청,2025-07-15
구즉로,36.4423608,127.385305,36.46755688,127.3630789,이팝나무+양버즘나무,203,2,,이팝/양버즘나무로 가로수길 조성,,,금남구즉로(송강자동차학원~신동고갯뜰)(1),042-611-2721,대전광역시 유성구청,2025-07-15
구즉로,36.4423608,127.385305,36.46755688,127.3630789,이팝나무+양버즘나무,146,1.5,,이팝/양버즘나무로 가로수길 조성,,,금남구즉로(송강자동차학원~신동고갯뜰)(2),042-611-2721,대전광역시 유성구청,2025-07-15
구즉로,36.4423608,127.385305,36.46755688,127.3630789,양버즘나무,54,1.8,,양버즘나무로 가로수길 조성,,,금남구즉로(송강자동차학원~신동고갯뜰)(3),042-611-2721,대전광역시 유성구청,2025-07-15
구즉로,36.44919094,127.3918506,36.45907474,127.3851266,이팝나무+양버즘나무,246,2.1,,이팝/양버즘나무로 가로수길 조성,,,불무로(불무교~금고동매립장삼거리),042-611-2721,대전광역시 유성구청,2025-07-15
구즉로,36.42019532,127.3796557,36.42785516,127.3776622,이팝나무,129,1.2,,이팝나무로 가로수길 조성,,,덕진터널길,042-611-2721,대전광역시 유성구청,2025-07-15
연구단지,36.36195579,127.3447065,36.37455096,127.3796571,은행나무+백합나무,590,3.6,,은행/백합나무로 가로수길 조성,,,대학로(충남대정문~과학공원네거리),042-611-2721,대전광역시 유성구청,2025-07-15
연구단지,36.37455096,127.3796571,36.37841538,127.4098206,은행나무+느티나무,437,2.8,,은행/느티나무로 가로수길 조성,,,엑스포로(과학공원네거리~원촌교),042-611-2721,대전광역시 유성구청,2025-07-15
연구단지,36.37997363,127.4068901,36.39959994,127.4049053,은행나무+느티나무,367,2,,은행/느티나무로 가로수길 조성,,,엑스포로(원촌삼거리~엑스포코아네거리),042-611-2721,대전광역시 유성구청,2025-07-15
연구단지,36.39959994,127.4049053,36.40738192,127.375262,양버즘나무,473,3,,양버즘나무로 가로수길 조성,,,엑스포로(엑스포코아네거리~화암네거리),042-611-2721,대전광역시 유성구청,2025-07-15
연구단지,36.38450518,127.3483246,36.38377532,127.3434162,은행나무+느티나무+회화나무,220,1.2,,은행/느티/회화나무로 가로수길 조성,,,가정로(한울아파트~신성네거리),042-611-2721,대전광역시 유성구청,2025-07-15
연구단지,36.38533226,127.3582316,36.38556659,127.3787559,은행나무+이팝나무+느티나무+중국단풍나무+회화나무+백합나무,267,1.6,,은행/이팝/느티/중국단풍/회화/백합나무로 가로수길 조성,,,가정로(신성교~연구단지네거리),042-611-2721,대전광역시 유성구청,2025-07-15
연구단지,36.37938261,127.3427761,36.39600076,127.353915,은행나무,363,2.5,,은행나무로 가로수길 조성,,,신성동,042-611-2721,대전광역시 유성구청,2025-07-15
연구단지,36.36868921,127.3523429,36.36325608,127.3565046,은행나무+백합나무,91,0.6,,은행/백합나무로 가로수길 조성,,,"농대로(충대농대 입구),어은로(유성구청네거리~한빛프라자)",042-611-2721,대전광역시 유성구청,2025-07-15
연구단지,36.37588589,127.3796946,36.37915108,127.3904985,이팝나무+양버즘나무+메타쉐콰이어,531,2.9,,이팝/양버즘/메타쉐콰이어나무로 가로수길 조성,,,대전엑스포 국제전시구역,042-611-2721,대전광역시 유성구청,2025-07-15
연구단지,36.38426236,127.3641256,36.39730645,127.3552913,이팝나무+양버즘나무+회화나무,229,1.7,,이팝/양버즘/회화나무로 가로수길 조성,,,다름고개삼거리~충렬사삼거리,042-611-2721,대전광역시 유성구청,2025-07-15
연구단지,36.37456525,127.3796411,36.3812977,127.3786002,은행나무+이팝나무+칠엽수나무,77,0.9,,은행/이팝/칠엽수나무로 가로수길 조성,,,대덕대로(과학공원네거리~공동관리아파트),042-611-2721,대전광역시 유성구청,2025-07-15
연구단지,36.3812977,127.3786002,36.3885904,127.3787085,은행나무+이팝나무+왕벚나무+배롱나무,443,3.6,,은행/이팝/왕벚/배롱나무로 가로수길 조성,,,대덕대로(공동관리아파트~대덕문화센타),042-611-2721,대전광역시 유성구청,2025-07-15
연구단지,36.3885904,127.3787085,36.40738192,127.375262,은행나무+양버즘나무+백합나무+팥배나무,390,2.4,,은행/양버즘/백합/팥배나무로 가로수길 조성,,,대덕대로(대덕문화센터~화암네거리),042-611-2721,대전광역시 유성구청,2025-07-15
연구단지,36.36943025,127.3704623,36.38496871,127.354254,은행나무+왕벚나무,424,2.4,,은행/왕벚나무로 가로수길 조성,,,과학로(구성삼거리~연구단지운동장),042-611-2721,대전광역시 유성구청,2025-07-15
연구단지,36.39717092,127.4102041,36.4074851,127.3831445,은행나무+이팝나무+왕벚나무+양버즘나무+느티나무+공작단풍나무,710,3.3,,은행/이팝/왕벚/양버즘/느티/공작단풍나무로 가로수길 조성,,,전민동,042-611-2721,대전광역시 유성구청,2025-07-15
연구단지,36.38864346,127.3851492,36.38999141,127.4049126,양버즘나무,226,1.6,,왕버즘나무로 가로수길 조성,,,대덕터널~문지삼거리,042-611-2721,대전광역시 유성구청,2025-07-15
연구단지,36.37841538,127.4098206,36.40957493,127.4158072,왕벚나무,375,3.4,,왕벚나무로 가로수길 조성,,,갑천변로(원촌교~한빛대교),042-611-2721,대전광역시 유성구청,2025-07-15
연구단지,36.39713114,127.4101341,36.3894947,127.3876819,왕벚나무+소나무,371,2.4,,왕벚/소나무로 가로수길 조성,,,문지지구,042-611-2721,대전광역시 유성구청,2025-07-15
구룡달전로,36.43980156,127.3814043,36.4460076,127.3688831,왕벚나무,37,2.1,,왕벚나무로 가로수길 조성,,,하늘바람휴먼시아삼거리~덕진재1,042-611-2721,대전광역시 유성구청,2025-07-15
구룡달전로,36.43980156,127.3814043,36.4460076,127.3688831,왕벚나무,16,1.2,,왕벚나무로 가로수길 조성,,,하늘바람휴먼시아삼거리~덕진재2,042-611-2721,대전광역시 유성구청,2025-07-15
노은지구,36.38127549,127.3169389,36.37213253,127.3234724,은행나무+이팝나무+중국단풍나무+회화나무+낙우송나무+둥근소나무+칠엽수,2069,9,,은행/이팝/중국단풍/회화/낙우송/둥근소나무/칠엽수나무로 가로수길 조성,,,열매마을 1~7단지,042-611-2721,대전광역시 유성구청,2025-07-15
노은지구,36.37213253,127.3234724,36.36303827,127.3151922,은행나무+이팝나무+느티나무+중국단풍나무+회화나무+둥근소나무,1859,6.9,,은행/이팝/느티/중국단풍/회화/둥근소나무로 가로수길 조성,,,열매마을 8~11단지,042-611-2721,대전광역시 유성구청,2025-07-15
노은지구,36.36686192,127.3268895,36.3635271,127.320817,은행나무+이팝나무+느티나무+중국단풍+메타쉐콰이어+낙우송나무+둥근소나무,774,2.1,,은행/이팝/느티/중국단풍/메타쉐콰이어/낙우송/둥근소나무로 가로수길 조성,,,월드컵경기장 주변,042-611-2721,대전광역시 유성구청,2025-07-15
노은지구,36.36686192,127.3268895,36.3635271,127.320817,무궁화,218,1.5,,무궁화나무로 가로수길 조성,,,월드컵경기장 주변(무궁화),042-611-2721,대전광역시 유성구청,2025-07-15
노은지구,36.38467866,127.3161687,36.39705207,127.3104703,은행나무+이팝나무+느티나무+중국단풍나무+소나무,1086,5.9,,은행/이팝/느티/중국단풍/소나무로 가로수길 조성,,,반석마을1단지~8단지,042-611-2721,대전광역시 유성구청,2025-07-15
노은지구,36.38746624,127.318815,36.38331154,127.3217418,은행나무+이팝나무+왕벚나무+느티나무+중국단풍나무,794,3.7,,은행/이팝/왕벚/느티/중국단풍나무로 가로수길 조성,,,하기2교~롯데마트노은점,042-611-2721,대전광역시 유성구청,2025-07-15
노은지구,36.36683444,127.3127767,36.36044561,127.3056631,은행나무+이팝나무+둥근소나무,346,1,,은행/이팝/둥근소나무로 가로수길 조성,,,한밭대로(수정초네거리~덕명네거리),042-611-2721,대전광역시 유성구청,2025-07-15
노은지구,36.38454829,127.3440256,36.39076301,127.3356544,이팝나무,435,1.5,,이팝나무로 가로수길 조성,,,노은로(유성구노인복지관~하기3교),042-611-2721,대전광역시 유성구청,2025-07-15
노은지구,36.38757709,127.3084304,36.38151756,127.3105473,이팝나무+메타쉐콰이어,308,1.7,,이팝/메타쉐콰이어로 가로수길 조성,,,"노은3지구(1,5~7단지)",042-611-2721,대전광역시 유성구청,2025-07-15
노은지구,36.38151756,127.3105473,36.3747769,127.3046407,이팝나무+메타쉐콰이어,337,1.8,,이팝/메타쉐콰이어로 가로수길 조성,,,노은3지구(2~4단지),042-611-2721,대전광역시 유성구청,2025-07-15
노은지구,36.3747769,127.3046407,36.36612479,127.3084613,이팝나무,191,0.7,,이팝나무로 가로수길 조성,,,노은3지구(연결도로),042-611-2721,대전광역시 유성구청,2025-07-15
노은지구,36.3884524,127.2983022,36.38762325,127.3084088,이팝나두+왕벚나무+느티나무,353,2,,이팝/왕벚/느티나무로 가로수길 조성,,,노은4지구,042-611-2721,대전광역시 유성구청,2025-07-15
테크노밸리,36.42625045,127.3851061,36.41808022,127.389781,은행나무+이팝나무+왕벚나무+느티나무+메타쉐콰이어+둥근소나무,1737,6.1,,은행/이팝/왕벚/느티/메타쉐콰이어/둥근소나무로 가로수길 조성,,,테크노밸리 1단지~10단지,042-611-2721,대전광역시 유성구청,2025-07-15
테크노밸리,36.42900538,127.4002933,36.4107694,127.3942335,은행나무+이팝나무+왕벚나무+느티나무+메타쉐콰이어+둥근소나무,933,3.8,,은행/이팝/왕벚/느티/메타쉐콰이어/둥근소나무로 가로수길 조성,,,테크노밸리 용산동1,042-611-2721,대전광역시 유성구청,2025-07-15
테크노밸리,36.42900538,127.4002933,36.4107694,127.3942335,은행나무+이팝나무+왕벚나무+느티나무+메타쉐콰이어,1129,5.2,,은행/이팝/왕벚/느티/메타쉐콰이어로 가로수길 조성,,,테크노밸리 용산동2,042-611-2721,대전광역시 유성구청,2025-07-15
테크노밸리,36.42916027,127.4000751,36.42626156,127.385295,은행나무+이팝나무+왕벚나무+느티나무+메타쉐콰이어,2145,11.6,,은행/이팝/왕벚/느티/메타쉐콰이어로 가로수길 조성,,,테크노밸리 관평동,042-611-2721,대전광역시 유성구청,2025-07-15
테크노밸리,36.42361982,127.4083076,36.41025479,127.4147001,은행나무+이팝나무+왕벚나무+느티나무+메타쉐콰이어+둥근소나무,1798,7.9,,은행/이팝/왕벚/느티/메타쉐콰이어/둥근소나무로 가로수길 조성,,,테크노밸리 탑립동,042-611-2721,대전광역시 유성구청,2025-07-15
도안지구,36.34826456,127.3401821,36.3429043,127.3325289,은행나무+이팝나무+느티나무+중국단풍+회화나무+소나무+공작단풍,883,5.1,,은행/이팝/느티/중국단풍/히화/소나무/공작나무로 가로수길 조성,,,"도안3단지~5단지, 9단지",042-611-2721,대전광역시 유성구청,2025-07-15
도안지구,36.35074216,127.3481205,36.34865664,127.3403903,이팝나무+느티나무+배롱나무,389,2.3,,이팝/느티/배롱나무로 가로수길 조성,,,도안1단지~2단지,042-611-2721,대전광역시 유성구청,2025-07-15
도안지구,36.34865664,127.3403903,36.34195449,127.3472456,이팝나무+왕벚나무+느티나무+회화나무+소나무+배롱나무+황금실화백나무+호랑가시나무,319,2.2,,이팝/왕벚/느티/회화/소나무/배롱/황금실화백/호랑가시나무로 가로수길 조성,,,도안6단지~8단지,042-611-2721,대전광역시 유성구청,2025-07-15
도안지구,36.34195449,127.3472456,36.33824485,127.3361659,왕벚나무+느티나무+회화나무+소나무,187,2.7,,왕벚/느티/회화/소나무로 가로수길 조성,,,도안10단지~11단지,042-611-2721,대전광역시 유성구청,2025-07-15
도안지구,36.33824485,127.3361659,36.33226472,127.344675,이팝나무+느티나무+중국단풍+메타쉐콰이어+소나무+배롱나무+복자기나무+공작단풍+황금실화백나무,952,5.9,,이팝/느티/중국/메타쉐콰이어/소나무/배롱/복자기/공작단풍/황금실화백나무로 가로수길 조성,,,도안12단지,042-611-2721,대전광역시 유성구청,2025-07-15
도안지구,36.33226472,127.344675,36.32079722,127.3174039,이팝나무+느티나무+메타쉐콰이어+복자기나무,569,3.8,,이팝/느티/메타쉐콰이어/복자기나무로 가로수길 조성,,,용계동,042-611-2721,대전광역시 유성구청,2025-07-15
죽동지구,36.38212727,127.3276276,36.38409013,127.3283864,은행나무+이팝나무+중국단풍나무,427,3.8,,은행/이팝/중국단풍나무로 가로수길 조성,,,유성여고입구,042-611-2721,대전광역시 유성구청,2025-07-15
죽동지구,36.38117795,127.3377618,36.36431827,127.3381132,은행나무+이팝나무+느티나무,450,2.1,,은행/이팝/느티나무로 가로수길 조성,,,죽동지구(1),042-611-2721,대전광역시 유성구청,2025-07-15
죽동지구,36.38221254,127.3309774,36.36682504,127.3243821,이팝나무+느티나무,486,2.5,,이팝/느티나무로 가로수길 조성,,,죽동지구(2),042-611-2721,대전광역시 유성구청,2025-07-15
학하지구,36.35042389,127.2987042,36.34160605,127.3056784,이팝나무+왕벚나무+느티나무+둥근소나무+배롱나무,846,4.5,,이팝/왕벚/느티/둥근소나무/배롱나무로 가로수길 조성,,,"덕명동,계산동(오투그란테미학)",042-611-2721,대전광역시 유성구청,2025-07-15
학하지구,36.34197188,127.3194516,36.34465508,127.3056009,이팝나무+느티나무+소나무+둥근소나무+배롱나무,275,1.8,,이팝/느티/소나무/둥근소나무/배롱나무로 가로수길 조성,,,계산동(학하리슈빌학의뜰),042-611-2721,대전광역시 유성구청,2025-07-15
학하지구,36.3429813,127.3067387,36.32666967,127.3249005,이팝나무+왕벚나무+느티나무+둥근소나무+배롱나무+복자기나무,1074,6.5,,이팝/왕벚/느티/둥근소나무/배롱/복자기나무로 가로수길 조성,,,복용동,042-611-2721,대전광역시 유성구청,2025-07-15
학하지구,36.3429813,127.3067387,36.32666967,127.3249005,이팝나무+느티나무+복자기나무,635,4.4,,이팝/느티/복자기나무로 가로수길 조성,,,학하동,042-611-2721,대전광역시 유성구청,2025-07-15
